,SPX
1/21/98 0:00,970.81
1/22/98 0:00,963.04
1/23/98 0:00,957.59
1/26/98 0:00,956.95
1/27/98 0:00,969.02
1/28/98 0:00,977.46
1/29/98 0:00,985.49
1/30/98 0:00,980.28
2/2/98 0:00,1001.27
2/3/98 0:00,1006
2/4/98 0:00,1006.9
2/5/98 0:00,1003.54
2/6/98 0:00,1012.46
2/9/98 0:00,1010.74
2/10/98 0:00,1019.01
2/11/98 0:00,1020.01
2/12/98 0:00,1024.14
2/13/98 0:00,1020.09
2/17/98 0:00,1022.76
2/18/98 0:00,1032.08
2/19/98 0:00,1028.28
2/20/98 0:00,1034.21
2/23/98 0:00,1038.14
2/24/98 0:00,1030.56
2/25/98 0:00,1042.9
2/26/98 0:00,1048.67
2/27/98 0:00,1049.34
3/2/98 0:00,1047.7
3/3/98 0:00,1052.02
3/4/98 0:00,1047.33
3/5/98 0:00,1035.05
3/6/98 0:00,1055.69
3/9/98 0:00,1052.31
3/10/98 0:00,1064.25
3/11/98 0:00,1068.47
3/12/98 0:00,1069.92
3/13/98 0:00,1068.61
3/16/98 0:00,1079.27
3/17/98 0:00,1080.45
3/18/98 0:00,1085.52
3/19/98 0:00,1089.74
3/20/98 0:00,1099.16
3/23/98 0:00,1095.55
3/24/98 0:00,1105.65
3/25/98 0:00,1101.93
3/26/98 0:00,1100.8
3/27/98 0:00,1095.44
3/30/98 0:00,1093.6
3/31/98 0:00,1101.75
4/1/98 0:00,1108.15
4/2/98 0:00,1120.01
4/3/98 0:00,1122.7
4/6/98 0:00,1121.38
4/7/98 0:00,1109.55
4/8/98 0:00,1101.65
4/9/98 0:00,1110.67
4/13/98 0:00,1109.69
4/14/98 0:00,1115.75
4/15/98 0:00,1119.32
4/16/98 0:00,1108.17
4/17/98 0:00,1122.72
4/20/98 0:00,1123.65
4/21/98 0:00,1126.67
4/22/98 0:00,1130.54
4/23/98 0:00,1119.58
4/24/98 0:00,1107.9
4/27/98 0:00,1086.54
4/28/98 0:00,1085.11
4/29/98 0:00,1094.62
4/30/98 0:00,1111.75
5/1/98 0:00,1121
5/4/98 0:00,1122.07
5/5/98 0:00,1115.5
5/6/98 0:00,1104.92
5/7/98 0:00,1095.14
5/8/98 0:00,1108.14
5/11/98 0:00,1106.64
5/12/98 0:00,1115.79
5/13/98 0:00,1118.86
5/14/98 0:00,1117.37
5/15/98 0:00,1108.73
5/18/98 0:00,1105.82
5/19/98 0:00,1109.52
5/20/98 0:00,1119.06
5/21/98 0:00,1114.64
5/22/98 0:00,1110.47
5/26/98 0:00,1094.02
5/27/98 0:00,1092.23
5/28/98 0:00,1097.6
5/29/98 0:00,1090.82
6/1/98 0:00,1090.98
6/2/98 0:00,1093.22
6/3/98 0:00,1082.73
6/4/98 0:00,1094.83
6/5/98 0:00,1113.86
6/8/98 0:00,1115.72
6/9/98 0:00,1118.41
6/10/98 0:00,1112.28
6/11/98 0:00,1094.58
6/12/98 0:00,1098.84
6/15/98 0:00,1077.01
6/16/98 0:00,1087.59
6/17/98 0:00,1107.11
6/18/98 0:00,1106.37
6/19/98 0:00,1100.65
6/22/98 0:00,1103.21
6/23/98 0:00,1119.49
6/24/98 0:00,1132.88
6/25/98 0:00,1129.28
6/26/98 0:00,1133.2
6/29/98 0:00,1138.49
6/30/98 0:00,1133.84
7/1/98 0:00,1148.56
7/2/98 0:00,1146.42
7/6/98 0:00,1157.33
7/7/98 0:00,1154.66
7/8/98 0:00,1166.38
7/9/98 0:00,1158.56
7/10/98 0:00,1164.33
7/13/98 0:00,1165.19
7/14/98 0:00,1177.58
7/15/98 0:00,1174.81
7/16/98 0:00,1183.99
7/17/98 0:00,1186.75
7/20/98 0:00,1184.1
7/21/98 0:00,1165.07
7/22/98 0:00,1164.08
7/23/98 0:00,1139.75
7/24/98 0:00,1140.8
7/27/98 0:00,1147.27
7/28/98 0:00,1130.24
7/29/98 0:00,1125.21
7/30/98 0:00,1142.95
7/31/98 0:00,1120.67
8/3/98 0:00,1112.44
8/4/98 0:00,1072.12
8/5/98 0:00,1081.43
8/6/98 0:00,1089.63
8/7/98 0:00,1089.45
8/10/98 0:00,1083.14
8/11/98 0:00,1068.98
8/12/98 0:00,1084.22
8/13/98 0:00,1074.91
8/14/98 0:00,1062.75
8/17/98 0:00,1083.67
8/18/98 0:00,1101.2
8/19/98 0:00,1098.06
8/20/98 0:00,1091.6
8/21/98 0:00,1081.24
8/24/98 0:00,1088.14
8/25/98 0:00,1092.85
8/26/98 0:00,1084.19
8/27/98 0:00,1042.59
8/28/98 0:00,1027.14
8/31/98 0:00,957.28
9/1/98 0:00,994.26
9/2/98 0:00,990.48
9/3/98 0:00,982.26
9/4/98 0:00,973.89
9/8/98 0:00,1023.46
9/9/98 0:00,1006.2
9/10/98 0:00,980.19
9/11/98 0:00,1009.06
9/14/98 0:00,1029.72
9/15/98 0:00,1037.68
9/16/98 0:00,1045.48
9/17/98 0:00,1018.87
9/18/98 0:00,1020.09
9/21/98 0:00,1023.89
9/22/98 0:00,1029.63
9/23/98 0:00,1066.09
9/24/98 0:00,1042.72
9/25/98 0:00,1044.75
9/28/98 0:00,1048.69
9/29/98 0:00,1049.02
9/30/98 0:00,1017.01
10/1/98 0:00,986.39
10/2/98 0:00,1002.6
10/5/98 0:00,988.56
10/6/98 0:00,984.59
10/7/98 0:00,970.68
10/8/98 0:00,959.44
10/9/98 0:00,984.39
10/12/98 0:00,997.71
10/13/98 0:00,994.8
10/14/98 0:00,1005.53
10/15/98 0:00,1047.49
10/16/98 0:00,1056.42
10/19/98 0:00,1062.39
10/20/98 0:00,1063.93
10/21/98 0:00,1069.92
10/22/98 0:00,1078.48
10/23/98 0:00,1070.67
10/26/98 0:00,1072.32
10/27/98 0:00,1065.34
10/28/98 0:00,1068.09
10/29/98 0:00,1085.93
10/30/98 0:00,1098.67
11/2/98 0:00,1111.6
11/3/98 0:00,1110.84
11/4/98 0:00,1118.67
11/5/98 0:00,1133.85
11/6/98 0:00,1141.01
11/9/98 0:00,1130.2
11/10/98 0:00,1128.26
11/11/98 0:00,1120.97
11/12/98 0:00,1117.69
11/13/98 0:00,1125.72
11/16/98 0:00,1135.87
11/17/98 0:00,1139.32
11/18/98 0:00,1144.48
11/19/98 0:00,1152.61
11/20/98 0:00,1163.55
11/23/98 0:00,1188.21
11/24/98 0:00,1182.99
11/25/98 0:00,1186.87
11/27/98 0:00,1192.33
11/30/98 0:00,1163.63
12/1/98 0:00,1175.28
12/2/98 0:00,1171.25
12/3/98 0:00,1150.14
12/4/98 0:00,1176.74
12/7/98 0:00,1187.7
12/8/98 0:00,1181.38
12/9/98 0:00,1183.49
12/10/98 0:00,1165.02
12/11/98 0:00,1166.46
12/14/98 0:00,1141.2
12/15/98 0:00,1162.83
12/16/98 0:00,1161.94
12/17/98 0:00,1179.98
12/18/98 0:00,1188.03
12/21/98 0:00,1202.84
12/22/98 0:00,1203.57
12/23/98 0:00,1228.54
12/24/98 0:00,1226.27
12/28/98 0:00,1225.49
12/29/98 0:00,1241.81
12/30/98 0:00,1231.93
12/31/98 0:00,1229.23
1/4/99 0:00,1228.1
1/5/99 0:00,1244.78
1/6/99 0:00,1272.34
1/7/99 0:00,1269.73
1/8/99 0:00,1275.09
1/11/99 0:00,1263.88
1/12/99 0:00,1239.51
1/13/99 0:00,1234.4
1/14/99 0:00,1212.19
1/15/99 0:00,1243.26
1/19/99 0:00,1252
1/20/99 0:00,1256.62
1/21/99 0:00,1235.16
1/22/99 0:00,1225.19
1/25/99 0:00,1233.98
1/26/99 0:00,1252.31
1/27/99 0:00,1243.17
1/28/99 0:00,1265.37
1/29/99 0:00,1279.64
2/1/99 0:00,1273
2/2/99 0:00,1261.99
2/3/99 0:00,1272.07
2/4/99 0:00,1248.49
2/5/99 0:00,1239.4
2/8/99 0:00,1243.77
2/9/99 0:00,1216.14
2/10/99 0:00,1223.55
2/11/99 0:00,1254.04
2/12/99 0:00,1230.13
2/16/99 0:00,1241.87
2/17/99 0:00,1224.03
2/18/99 0:00,1237.28
2/19/99 0:00,1239.22
2/22/99 0:00,1272.14
2/23/99 0:00,1271.18
2/24/99 0:00,1253.41
2/25/99 0:00,1245.02
2/26/99 0:00,1238.33
3/1/99 0:00,1236.16
3/2/99 0:00,1225.5
3/3/99 0:00,1227.7
3/4/99 0:00,1246.64
3/5/99 0:00,1275.47
3/8/99 0:00,1282.73
3/9/99 0:00,1279.84
3/10/99 0:00,1286.84
3/11/99 0:00,1297.68
3/12/99 0:00,1294.59
3/15/99 0:00,1307.26
3/16/99 0:00,1306.38
3/17/99 0:00,1297.82
3/18/99 0:00,1316.55
3/19/99 0:00,1299.29
3/22/99 0:00,1297.01
3/23/99 0:00,1262.14
3/24/99 0:00,1268.59
3/25/99 0:00,1289.99
3/26/99 0:00,1282.8
3/29/99 0:00,1310.17
3/30/99 0:00,1300.75
3/31/99 0:00,1286.37
4/1/99 0:00,1293.72
4/5/99 0:00,1321.12
4/6/99 0:00,1317.89
4/7/99 0:00,1326.89
4/8/99 0:00,1343.98
4/9/99 0:00,1348.35
4/12/99 0:00,1358.63
4/13/99 0:00,1349.82
4/14/99 0:00,1328.44
4/15/99 0:00,1322.85
4/16/99 0:00,1319
4/19/99 0:00,1289.48
4/20/99 0:00,1306.17
4/21/99 0:00,1336.12
4/22/99 0:00,1358.82
4/23/99 0:00,1356.85
4/26/99 0:00,1360.04
4/27/99 0:00,1362.8
4/28/99 0:00,1350.91
4/29/99 0:00,1342.83
4/30/99 0:00,1335.18
5/3/99 0:00,1354.63
5/4/99 0:00,1332
5/5/99 0:00,1347.31
5/6/99 0:00,1332.05
5/7/99 0:00,1345
5/10/99 0:00,1340.3
5/11/99 0:00,1355.61
5/12/99 0:00,1364
5/13/99 0:00,1367.56
5/14/99 0:00,1337.8
5/17/99 0:00,1339.49
5/18/99 0:00,1333.32
5/19/99 0:00,1344.23
5/20/99 0:00,1338.83
5/21/99 0:00,1330.29
5/24/99 0:00,1306.65
5/25/99 0:00,1284.4
5/26/99 0:00,1304.76
5/27/99 0:00,1281.41
5/28/99 0:00,1301.84
6/1/99 0:00,1294.26
6/2/99 0:00,1294.81
6/3/99 0:00,1299.54
6/4/99 0:00,1327.75
6/7/99 0:00,1334.52
6/8/99 0:00,1317.33
6/9/99 0:00,1318.64
6/10/99 0:00,1302.82
6/11/99 0:00,1293.64
6/14/99 0:00,1294
6/15/99 0:00,1301.16
6/16/99 0:00,1330.41
6/17/99 0:00,1339.9
6/18/99 0:00,1342.84
6/21/99 0:00,1349
6/22/99 0:00,1335.88
6/23/99 0:00,1333.06
6/24/99 0:00,1315.78
6/25/99 0:00,1315.31
6/28/99 0:00,1331.35
6/29/99 0:00,1351.45
6/30/99 0:00,1372.71
7/1/99 0:00,1380.96
7/2/99 0:00,1391.22
7/6/99 0:00,1388.12
7/7/99 0:00,1395.86
7/8/99 0:00,1394.42
7/9/99 0:00,1403.28
7/12/99 0:00,1399.1
7/13/99 0:00,1393.56
7/14/99 0:00,1398.17
7/15/99 0:00,1409.62
7/16/99 0:00,1418.78
7/19/99 0:00,1407.65
7/20/99 0:00,1377.1
7/21/99 0:00,1379.29
7/22/99 0:00,1360.97
7/23/99 0:00,1356.94
7/26/99 0:00,1347.76
7/27/99 0:00,1362.84
7/28/99 0:00,1365.4
7/29/99 0:00,1341.03
7/30/99 0:00,1328.72
8/2/99 0:00,1328.05
8/3/99 0:00,1322.18
8/4/99 0:00,1305.33
8/5/99 0:00,1313.71
8/6/99 0:00,1300.29
8/9/99 0:00,1297.8
8/10/99 0:00,1281.43
8/11/99 0:00,1301.93
8/12/99 0:00,1298.16
8/13/99 0:00,1327.68
8/16/99 0:00,1330.77
8/17/99 0:00,1344.16
8/18/99 0:00,1332.84
8/19/99 0:00,1323.59
8/20/99 0:00,1336.61
8/23/99 0:00,1360.22
8/24/99 0:00,1363.5
8/25/99 0:00,1381.79
8/26/99 0:00,1362.01
8/27/99 0:00,1348.27
8/30/99 0:00,1324.02
8/31/99 0:00,1320.41
9/1/99 0:00,1331.07
9/2/99 0:00,1319.11
9/3/99 0:00,1357.24
9/7/99 0:00,1350.45
9/8/99 0:00,1344.15
9/9/99 0:00,1347.66
9/10/99 0:00,1351.66
9/13/99 0:00,1344.13
9/14/99 0:00,1336.29
9/15/99 0:00,1317.97
9/16/99 0:00,1318.48
9/17/99 0:00,1335.42
9/20/99 0:00,1335.53
9/21/99 0:00,1307.58
9/22/99 0:00,1310.51
9/23/99 0:00,1280.41
9/24/99 0:00,1277.36
9/27/99 0:00,1283.31
9/28/99 0:00,1282.2
9/29/99 0:00,1268.37
9/30/99 0:00,1282.71
10/1/99 0:00,1282.81
10/4/99 0:00,1304.6
10/5/99 0:00,1301.35
10/6/99 0:00,1325.4
10/7/99 0:00,1317.64
10/8/99 0:00,1336.02
10/11/99 0:00,1335.21
10/12/99 0:00,1313.04
10/13/99 0:00,1285.55
10/14/99 0:00,1283.42
10/15/99 0:00,1247.41
10/18/99 0:00,1254.13
10/19/99 0:00,1261.32
10/20/99 0:00,1289.43
10/21/99 0:00,1283.61
10/22/99 0:00,1301.65
10/25/99 0:00,1293.63
10/26/99 0:00,1281.91
10/27/99 0:00,1296.71
10/28/99 0:00,1342.44
10/29/99 0:00,1362.93
11/1/99 0:00,1354.12
11/2/99 0:00,1347.74
11/3/99 0:00,1354.93
11/4/99 0:00,1362.64
11/5/99 0:00,1370.23
11/8/99 0:00,1377.01
11/9/99 0:00,1365.28
11/10/99 0:00,1373.46
11/11/99 0:00,1381.46
11/12/99 0:00,1396.06
11/15/99 0:00,1394.39
11/16/99 0:00,1420.07
11/17/99 0:00,1410.71
11/18/99 0:00,1424.94
11/19/99 0:00,1422
11/22/99 0:00,1420.94
11/23/99 0:00,1404.64
11/24/99 0:00,1417.08
11/26/99 0:00,1416.62
11/29/99 0:00,1407.83
11/30/99 0:00,1388.91
12/1/99 0:00,1397.72
12/2/99 0:00,1409.04
12/3/99 0:00,1433.3
12/6/99 0:00,1423.33
12/7/99 0:00,1409.17
12/8/99 0:00,1403.88
12/9/99 0:00,1408.11
12/10/99 0:00,1417.04
12/13/99 0:00,1415.22
12/14/99 0:00,1403.17
12/15/99 0:00,1413.33
12/16/99 0:00,1418.78
12/17/99 0:00,1421.03
12/20/99 0:00,1418.09
12/21/99 0:00,1433.43
12/22/99 0:00,1436.13
12/23/99 0:00,1458.34
12/27/99 0:00,1457.1
12/28/99 0:00,1457.66
12/29/99 0:00,1463.46
12/30/99 0:00,1464.47
12/31/99 0:00,1469.25
1/3/00 0:00,1455.22
1/4/00 0:00,1399.42
1/5/00 0:00,1402.11
1/6/00 0:00,1403.45
1/7/00 0:00,1441.47
1/10/00 0:00,1457.6
1/11/00 0:00,1438.56
1/12/00 0:00,1432.25
1/13/00 0:00,1449.68
1/14/00 0:00,1465.15
1/18/00 0:00,1455.14
1/19/00 0:00,1455.9
1/20/00 0:00,1445.57
1/21/00 0:00,1441.36
1/24/00 0:00,1401.53
1/25/00 0:00,1410.03
1/26/00 0:00,1404.09
1/27/00 0:00,1398.56
1/28/00 0:00,1360.16
1/31/00 0:00,1394.46
2/1/00 0:00,1409.28
2/2/00 0:00,1409.12
2/3/00 0:00,1424.97
2/4/00 0:00,1424.37
2/7/00 0:00,1424.24
2/8/00 0:00,1441.72
2/9/00 0:00,1411.71
2/10/00 0:00,1416.83
2/11/00 0:00,1387.12
2/14/00 0:00,1389.94
2/15/00 0:00,1402.05
2/16/00 0:00,1387.67
2/17/00 0:00,1388.26
2/18/00 0:00,1346.09
2/22/00 0:00,1352.17
2/23/00 0:00,1360.69
2/24/00 0:00,1353.43
2/25/00 0:00,1333.36
2/28/00 0:00,1348.05
2/29/00 0:00,1366.42
3/1/00 0:00,1379.19
3/2/00 0:00,1381.76
3/3/00 0:00,1409.17
3/6/00 0:00,1391.28
3/7/00 0:00,1355.62
3/8/00 0:00,1366.7
3/9/00 0:00,1401.69
3/10/00 0:00,1395.07
3/13/00 0:00,1383.62
3/14/00 0:00,1359.15
3/15/00 0:00,1392.14
3/16/00 0:00,1458.47
3/17/00 0:00,1464.47
3/20/00 0:00,1456.63
3/21/00 0:00,1493.87
3/22/00 0:00,1500.64
3/23/00 0:00,1527.35
3/24/00 0:00,1527.46
3/27/00 0:00,1523.86
3/28/00 0:00,1507.73
3/29/00 0:00,1508.52
3/30/00 0:00,1487.92
3/31/00 0:00,1498.58
4/3/00 0:00,1505.97
4/4/00 0:00,1494.73
4/5/00 0:00,1487.37
4/6/00 0:00,1501.34
4/7/00 0:00,1516.35
4/10/00 0:00,1504.46
4/11/00 0:00,1500.59
4/12/00 0:00,1467.17
4/13/00 0:00,1440.51
4/14/00 0:00,1356.56
4/17/00 0:00,1401.44
4/18/00 0:00,1441.61
4/19/00 0:00,1427.47
4/20/00 0:00,1434.54
4/24/00 0:00,1429.86
4/25/00 0:00,1477.44
4/26/00 0:00,1460.99
4/27/00 0:00,1464.92
4/28/00 0:00,1452.43
5/1/00 0:00,1468.25
5/2/00 0:00,1446.29
5/3/00 0:00,1415.1
5/4/00 0:00,1409.57
5/5/00 0:00,1432.63
5/8/00 0:00,1424.17
5/9/00 0:00,1412.14
5/10/00 0:00,1383.05
5/11/00 0:00,1407.81
5/12/00 0:00,1420.96
5/15/00 0:00,1452.36
5/16/00 0:00,1466.04
5/17/00 0:00,1447.8
5/18/00 0:00,1437.21
5/19/00 0:00,1406.95
5/22/00 0:00,1400.72
5/23/00 0:00,1373.86
5/24/00 0:00,1399.05
5/25/00 0:00,1381.52
5/26/00 0:00,1378.02
5/30/00 0:00,1422.45
5/31/00 0:00,1420.6
6/1/00 0:00,1448.81
6/2/00 0:00,1477.26
6/5/00 0:00,1467.63
6/6/00 0:00,1457.84
6/7/00 0:00,1471.36
6/8/00 0:00,1461.67
6/9/00 0:00,1456.95
6/12/00 0:00,1446
6/13/00 0:00,1469.44
6/14/00 0:00,1470.54
6/15/00 0:00,1478.73
6/16/00 0:00,1464.46
6/19/00 0:00,1486
6/20/00 0:00,1475.95
6/21/00 0:00,1479.13
6/22/00 0:00,1452.18
6/23/00 0:00,1441.48
6/26/00 0:00,1455.31
6/27/00 0:00,1450.55
6/28/00 0:00,1454.82
6/29/00 0:00,1442.39
6/30/00 0:00,1454.6
7/3/00 0:00,1469.54
7/5/00 0:00,1446.23
7/6/00 0:00,1456.67
7/7/00 0:00,1478.9
7/10/00 0:00,1475.62
7/11/00 0:00,1480.88
7/12/00 0:00,1492.92
7/13/00 0:00,1495.84
7/14/00 0:00,1509.98
7/17/00 0:00,1510.49
7/18/00 0:00,1493.74
7/19/00 0:00,1481.96
7/20/00 0:00,1495.57
7/21/00 0:00,1480.19
7/24/00 0:00,1464.29
7/25/00 0:00,1474.47
7/26/00 0:00,1452.42
7/27/00 0:00,1449.62
7/28/00 0:00,1419.89
7/31/00 0:00,1430.83
8/1/00 0:00,1438.1
8/2/00 0:00,1438.7
8/3/00 0:00,1452.56
8/4/00 0:00,1462.93
8/7/00 0:00,1479.32
8/8/00 0:00,1482.8
8/9/00 0:00,1472.87
8/10/00 0:00,1460.25
8/11/00 0:00,1471.84
8/14/00 0:00,1491.56
8/15/00 0:00,1484.43
8/16/00 0:00,1479.85
8/17/00 0:00,1496.07
8/18/00 0:00,1491.72
8/21/00 0:00,1499.48
8/22/00 0:00,1498.13
8/23/00 0:00,1505.97
8/24/00 0:00,1508.31
8/25/00 0:00,1506.45
8/28/00 0:00,1514.09
8/29/00 0:00,1509.84
8/30/00 0:00,1502.59
8/31/00 0:00,1517.68
9/1/00 0:00,1520.77
9/5/00 0:00,1507.08
9/6/00 0:00,1492.25
9/7/00 0:00,1502.51
9/8/00 0:00,1494.5
9/11/00 0:00,1489.26
9/12/00 0:00,1481.99
9/13/00 0:00,1484.91
9/14/00 0:00,1480.87
9/15/00 0:00,1465.81
9/18/00 0:00,1444.51
9/19/00 0:00,1459.9
9/20/00 0:00,1451.34
9/21/00 0:00,1449.05
9/22/00 0:00,1448.72
9/25/00 0:00,1439.03
9/26/00 0:00,1427.21
9/27/00 0:00,1426.57
9/28/00 0:00,1458.29
9/29/00 0:00,1436.51
10/2/00 0:00,1436.23
10/3/00 0:00,1426.46
10/4/00 0:00,1434.32
10/5/00 0:00,1436.28
10/6/00 0:00,1408.99
10/9/00 0:00,1402.03
10/10/00 0:00,1387.02
10/11/00 0:00,1364.59
10/12/00 0:00,1329.78
10/13/00 0:00,1374.17
10/16/00 0:00,1374.62
10/17/00 0:00,1349.97
10/18/00 0:00,1342.13
10/19/00 0:00,1388.76
10/20/00 0:00,1396.93
10/23/00 0:00,1395.78
10/24/00 0:00,1398.13
10/25/00 0:00,1364.9
10/26/00 0:00,1364.44
10/27/00 0:00,1379.58
10/30/00 0:00,1398.66
10/31/00 0:00,1429.4
11/1/00 0:00,1421.22
11/2/00 0:00,1428.32
11/3/00 0:00,1426.69
11/6/00 0:00,1432.19
11/7/00 0:00,1431.87
11/8/00 0:00,1409.28
11/9/00 0:00,1400.14
11/10/00 0:00,1365.98
11/13/00 0:00,1351.26
11/14/00 0:00,1382.95
11/15/00 0:00,1389.81
11/16/00 0:00,1372.32
11/17/00 0:00,1367.72
11/20/00 0:00,1342.62
11/21/00 0:00,1347.35
11/22/00 0:00,1322.36
11/24/00 0:00,1341.77
11/27/00 0:00,1348.97
11/28/00 0:00,1336.09
11/29/00 0:00,1341.93
11/30/00 0:00,1314.95
12/1/00 0:00,1315.23
12/4/00 0:00,1324.97
12/5/00 0:00,1376.54
12/6/00 0:00,1351.46
12/7/00 0:00,1343.55
12/8/00 0:00,1369.89
12/11/00 0:00,1380.2
12/12/00 0:00,1371.18
12/13/00 0:00,1359.99
12/14/00 0:00,1340.93
12/15/00 0:00,1312.15
12/18/00 0:00,1322.74
12/19/00 0:00,1305.6
12/20/00 0:00,1264.74
12/21/00 0:00,1274.86
12/22/00 0:00,1305.95
12/26/00 0:00,1315.19
12/27/00 0:00,1328.92
12/28/00 0:00,1334.22
12/29/00 0:00,1320.28
1/2/01 0:00,1283.27
1/3/01 0:00,1347.56
1/4/01 0:00,1333.34
1/5/01 0:00,1298.35
1/8/01 0:00,1295.86
1/9/01 0:00,1300.8
1/10/01 0:00,1313.27
1/11/01 0:00,1326.82
1/12/01 0:00,1318.55
1/16/01 0:00,1326.65
1/17/01 0:00,1329.47
1/18/01 0:00,1347.97
1/19/01 0:00,1342.54
1/22/01 0:00,1342.9
1/23/01 0:00,1360.4
1/24/01 0:00,1364.3
1/25/01 0:00,1357.51
1/26/01 0:00,1354.95
1/29/01 0:00,1364.17
1/30/01 0:00,1373.73
1/31/01 0:00,1366.01
2/1/01 0:00,1373.47
2/2/01 0:00,1349.47
2/5/01 0:00,1354.31
2/6/01 0:00,1352.26
2/7/01 0:00,1340.89
2/8/01 0:00,1332.53
2/9/01 0:00,1314.76
2/12/01 0:00,1330.31
2/13/01 0:00,1318.8
2/14/01 0:00,1315.92
2/15/01 0:00,1326.61
2/16/01 0:00,1301.53
2/20/01 0:00,1278.94
2/21/01 0:00,1255.27
2/22/01 0:00,1252.82
2/23/01 0:00,1245.86
2/26/01 0:00,1267.65
2/27/01 0:00,1257.94
2/28/01 0:00,1239.94
3/1/01 0:00,1241.23
3/2/01 0:00,1234.18
3/5/01 0:00,1241.41
3/6/01 0:00,1253.8
3/7/01 0:00,1261.89
3/8/01 0:00,1264.74
3/9/01 0:00,1233.42
3/12/01 0:00,1180.16
3/13/01 0:00,1197.66
3/14/01 0:00,1166.71
3/15/01 0:00,1173.56
3/16/01 0:00,1150.53
3/19/01 0:00,1170.81
3/20/01 0:00,1142.62
3/21/01 0:00,1122.14
3/22/01 0:00,1117.58
3/23/01 0:00,1139.83
3/26/01 0:00,1152.69
3/27/01 0:00,1182.17
3/28/01 0:00,1153.29
3/29/01 0:00,1147.95
3/30/01 0:00,1160.33
4/2/01 0:00,1145.87
4/3/01 0:00,1106.46
4/4/01 0:00,1103.25
4/5/01 0:00,1151.44
4/6/01 0:00,1128.43
4/9/01 0:00,1137.59
4/10/01 0:00,1168.38
4/11/01 0:00,1165.89
4/12/01 0:00,1183.5
4/16/01 0:00,1179.68
4/17/01 0:00,1191.81
4/18/01 0:00,1238.16
4/19/01 0:00,1253.69
4/20/01 0:00,1242.98
4/23/01 0:00,1224.36
4/24/01 0:00,1209.47
4/25/01 0:00,1228.75
4/26/01 0:00,1234.52
4/27/01 0:00,1253.05
4/30/01 0:00,1249.46
5/1/01 0:00,1266.44
5/2/01 0:00,1267.43
5/3/01 0:00,1248.58
5/4/01 0:00,1266.61
5/7/01 0:00,1263.51
5/8/01 0:00,1261.2
5/9/01 0:00,1255.54
5/10/01 0:00,1255.18
5/11/01 0:00,1245.67
5/14/01 0:00,1248.92
5/15/01 0:00,1249.44
5/16/01 0:00,1284.99
5/17/01 0:00,1288.49
5/18/01 0:00,1291.96
5/21/01 0:00,1312.83
5/22/01 0:00,1309.38
5/23/01 0:00,1289.05
5/24/01 0:00,1293.17
5/25/01 0:00,1277.89
5/29/01 0:00,1267.93
5/30/01 0:00,1248.08
5/31/01 0:00,1255.82
6/1/01 0:00,1260.67
6/4/01 0:00,1267.11
6/5/01 0:00,1283.57
6/6/01 0:00,1270.03
6/7/01 0:00,1276.96
6/8/01 0:00,1264.96
6/11/01 0:00,1254.39
6/12/01 0:00,1255.85
6/13/01 0:00,1241.6
6/14/01 0:00,1219.87
6/15/01 0:00,1214.36
6/18/01 0:00,1208.43
6/19/01 0:00,1212.58
6/20/01 0:00,1223.14
6/21/01 0:00,1237.04
6/22/01 0:00,1225.35
6/25/01 0:00,1218.6
6/26/01 0:00,1216.76
6/27/01 0:00,1211.07
6/28/01 0:00,1226.2
6/29/01 0:00,1224.38
7/2/01 0:00,1236.72
7/3/01 0:00,1234.45
7/5/01 0:00,1219.24
7/6/01 0:00,1190.59
7/9/01 0:00,1198.78
7/10/01 0:00,1181.52
7/11/01 0:00,1180.18
7/12/01 0:00,1208.14
7/13/01 0:00,1215.68
7/16/01 0:00,1202.45
7/17/01 0:00,1214.44
7/18/01 0:00,1207.71
7/19/01 0:00,1215.02
7/20/01 0:00,1210.85
7/23/01 0:00,1191.03
7/24/01 0:00,1171.65
7/25/01 0:00,1190.49
7/26/01 0:00,1202.93
7/27/01 0:00,1205.82
7/30/01 0:00,1204.52
7/31/01 0:00,1211.23
8/1/01 0:00,1215.93
8/2/01 0:00,1220.75
8/3/01 0:00,1214.35
8/6/01 0:00,1200.48
8/7/01 0:00,1204.4
8/8/01 0:00,1183.53
8/9/01 0:00,1183.43
8/10/01 0:00,1190.16
8/13/01 0:00,1191.29
8/14/01 0:00,1186.73
8/15/01 0:00,1178.02
8/16/01 0:00,1181.66
8/17/01 0:00,1161.97
8/20/01 0:00,1171.41
8/21/01 0:00,1157.26
8/22/01 0:00,1165.31
8/23/01 0:00,1162.09
8/24/01 0:00,1184.93
8/27/01 0:00,1179.21
8/28/01 0:00,1161.51
8/29/01 0:00,1148.56
8/30/01 0:00,1129.03
8/31/01 0:00,1133.58
9/4/01 0:00,1132.94
9/5/01 0:00,1131.74
9/6/01 0:00,1106.4
9/7/01 0:00,1085.78
9/10/01 0:00,1092.54
9/17/01 0:00,1038.77
9/18/01 0:00,1032.74
9/19/01 0:00,1016.1
9/20/01 0:00,984.54
9/21/01 0:00,965.8
9/24/01 0:00,1003.45
9/25/01 0:00,1012.27
9/26/01 0:00,1007.04
9/27/01 0:00,1018.61
9/28/01 0:00,1040.94
10/1/01 0:00,1038.55
10/2/01 0:00,1051.33
10/3/01 0:00,1072.28
10/4/01 0:00,1069.63
10/5/01 0:00,1071.38
10/8/01 0:00,1062.44
10/9/01 0:00,1056.75
10/10/01 0:00,1080.99
